Unnamed: 0,path,speaker,text
5227,cscd/05/S005F008P000W00038.wav,5,[ZH]问题是他也想不出谁能干得更好[ZH]
5900,cscd/06/S006F007P000W00029.wav,6,[ZH]所以我依然想担任[ZH]
5518,cscd/06/S006F003P000W00026.wav,6,[ZH]在原始时期[ZH]
6088,cscd/06/S006F009P000W00038.wav,6,[ZH]后也不知道[ZH]
5613,cscd/06/S006F004P000W00008.wav,6,[ZH]她庄严[ZH]
5675,cscd/06/S006F004P000W00070.wav,6,[ZH]它助我们在主动中[ZH]
6265,cscd/07/S007F001P000W00029.wav,7,[ZH]细分市场的[ZH]
7894,cscd/07/S007F004P000W00347.wav,7,[ZH]考虑到我国处在经济快速增长期[ZH]
7530,cscd/07/S007F003P000W00414.wav,7,[ZH]此后他没有隐姓埋名[ZH]
7294,cscd/07/S007F003P000W00178.wav,7,[ZH]基本住房[ZH]
6370,cscd/07/S007F001P000W00134.wav,7,[ZH]平台公司形像的债务[ZH]
8022,cscd/08/S008F010P000W00005.wav,8,[ZH]零部件表现一般[ZH]
8585,cscd/08/S008F002P000W00053.wav,8,[ZH]该信托出资购入宋芳的财产[ZH]
8679,cscd/08/S008F004P000W00002.wav,8,[ZH]需要按北京当地的[ZH]
8577,cscd/08/S008F002P000W00045.wav,8,[ZH]子女的总开销[ZH]
8871,cscd/08/S008F008P000W00008.wav,8,[ZH]公司发债的范围[ZH]
9331,cscd/09/S009F012P000W00108.wav,9,[ZH]是这是中国奥运奥运代表团在[ZH]
9183,cscd/09/S009F011P000W00012.wav,9,[ZH]更多地依靠经销商进行销售[ZH]
9614,cscd/09/S009F003P000W00011.wav,9,[ZH]及时发现[ZH]
9828,cscd/09/S009F006P000W00008.wav,9,[ZH]新的研究结果[ZH]
9524,cscd/09/S009F015P000W00051.wav,9,[ZH]实现数字化[ZH]
10746,cscd/10/S010F002P000W00023.wav,10,[ZH]其[ZH]
10813,cscd/10/S010F003P000W00036.wav,10,[ZH]行凶后[ZH]
10810,cscd/10/S010F003P000W00033.wav,10,[ZH]身份尚未确认[ZH]
11187,cscd/10/S010F009P000W00025.wav,10,[ZH]地方政府也要加大[ZH]
10479,cscd/10/S010F015P000W00026.wav,10,[ZH]九六万[ZH]
11570,cscd/11/S011F002P000W00091.wav,11,[ZH]让大家敢于思考[ZH]
11831,cscd/11/S011F002P000W00352.wav,11,[ZH]我[ZH]
11328,cscd/11/S011F001P000W00088.wav,11,[ZH]前提[ZH]
12157,cscd/11/S011F004P000W00091.wav,11,[ZH]欣喜若狂[ZH]
11841,cscd/11/S011F003P000W00007.wav,11,[ZH]飘扬[ZH]
12811,cscd/12/S012F002P000W00057.wav,12,[ZH]想不出[ZH]
12663,cscd/12/S012F001P000W00228.wav,12,[ZH]申办博弈中[ZH]
13112,cscd/12/S012F002P000W00358.wav,12,[ZH]对于游戏这种地域属性较重的产品[ZH]
13306,cscd/12/S012F003P000W00081.wav,12,[ZH]的指纹但指纹[ZH]
13004,cscd/12/S012F002P000W00250.wav,12,[ZH]指认骗走孩子的现场[ZH]
14101,cscd/13/S013F004P000W00041.wav,13,[ZH]即一些财大气粗的科技[ZH]
14489,cscd/13/S013F006P000W00112.wav,13,[ZH]阅兵军乐演奏[ZH]
13944,cscd/13/S013F003P000W00039.wav,13,[ZH]相关公司股票走势农产品[ZH]
13696,cscd/13/S013F001P000W00106.wav,13,[ZH]中国传媒大学官网[ZH]
13808,cscd/13/S013F002P000W00074.wav,13,[ZH]市场上就出现了各类新型技术软件[ZH]
15309,cscd/14/S014F021P000W00045.wav,14,[ZH]餐车[ZH]
15122,cscd/14/S014F018P000W00029.wav,14,[ZH]顺利获得了冬奥会的主办权[ZH]
15366,cscd/14/S014F023P000W00010.wav,14,[ZH]但您和您您的儿女能自由支配[ZH]
14901,cscd/14/S014F013P000W00034.wav,14,[ZH]债券[ZH]
14732,cscd/14/S014F010P000W00010.wav,14,[ZH]门阵列芯片[ZH]
16651,cscd/15/S015F002P000W00442.wav,15,[ZH]推广新媒体的版图[ZH]
16721,cscd/15/S015F002P000W00512.wav,15,[ZH]债券[ZH]
17036,cscd/15/S015F002P000W00827.wav,15,[ZH]因此[ZH]
16666,cscd/15/S015F002P000W00457.wav,15,[ZH]转型后的整合营销集团[ZH]
16285,cscd/15/S015F002P000W00076.wav,15,[ZH]抑制楼市过快上涨[ZH]
17962,cscd/16/S016F003P000W00208.wav,16,[ZH]三[ZH]
18013,cscd/16/S016F004P000W00038.wav,16,[ZH]消防机器人[ZH]
17663,cscd/16/S016F002P000W00091.wav,16,[ZH]产品的质量[ZH]
18166,cscd/16/S016F004P000W00191.wav,16,[ZH]经济动[ZH]
17653,cscd/16/S016F002P000W00081.wav,16,[ZH]但在特定的过程[ZH]
19148,cscd/17/S017F004P000W00202.wav,17,[ZH]上述[ZH]
18390,cscd/17/S017F001P000W00177.wav,17,[ZH]有关部门[ZH]
18758,cscd/17/S017F003P000W00049.wav,17,[ZH]他的[ZH]
18279,cscd/17/S017F001P000W00066.wav,17,[ZH]六万平方米[ZH]
19057,cscd/17/S017F004P000W00111.wav,17,[ZH]南沙在[ZH]
20687,cscd/18/S018F014P000W00151.wav,18,[ZH]创造[ZH]
19389,cscd/18/S018F010P000W00194.wav,18,[ZH]社会才能发展进步[ZH]
20025,cscd/18/S018F012P000W00233.wav,18,[ZH]十年树木[ZH]
19467,cscd/18/S018F011P000W00023.wav,18,[ZH]浪费水资源[ZH]
19460,cscd/18/S018F011P000W00016.wav,18,[ZH]所以我们要保护环境[ZH]
21946,cscd/19/S019F018P000W00018.wav,19,[ZH]而幸福[ZH]
21629,cscd/19/S019F010P000W00002.wav,19,[ZH]专升本考试[ZH]
21594,cscd/19/S019F001P000W00002.wav,19,[ZH]来自北京理工大学[ZH]
22041,cscd/19/S019F002P000W00014.wav,19,[ZH]张金哲教授确诊为[ZH]
22343,cscd/19/S019F027P000W00001.wav,19,[ZH]我学会了[ZH]
23078,cscd/20/S020F003P000W00203.wav,20,[ZH]是威力巨大的定时炸弹[ZH]
23059,cscd/20/S020F003P000W00184.wav,20,[ZH]病毒武器最基本的要求[ZH]
23335,cscd/20/S020F004P000W00163.wav,20,[ZH]具有一定的风险性[ZH]
22813,cscd/20/S020F002P000W00015.wav,20,[ZH]当[ZH]
22860,cscd/20/S020F002P000W00062.wav,20,[ZH]地[ZH]
24292,cscd/21/S021F001P000W00627.wav,21,[ZH]如果没有那些[ZH]
23771,cscd/21/S021F001P000W00106.wav,21,[ZH]天哪求求您告诉我[ZH]
24015,cscd/21/S021F001P000W00350.wav,21,[ZH]一点儿生机[ZH]
24505,cscd/21/S021F001P000W00840.wav,21,[ZH]原本[ZH]
24521,cscd/21/S021F001P000W00856.wav,21,[ZH]但有一些人不[ZH]
27361,cscd/23/S023F002P000W01066.wav,23,[ZH]财力增长[ZH]
26267,cscd/23/S023F001P000W01528.wav,23,[ZH]产业[ZH]
25813,cscd/23/S023F001P000W01074.wav,23,[ZH]的大公司正在[ZH]
25952,cscd/23/S023F001P000W01213.wav,23,[ZH]城投券[ZH]
26897,cscd/23/S023F002P000W00602.wav,23,[ZH]猎户[ZH]
28483,cscd/25/S025F003P000W00147.wav,25,[ZH]由于传统汽车行业步入寒冬[ZH]
28009,cscd/25/S025F002P000W00378.wav,25,[ZH]可能引发[ZH]
27512,cscd/25/S025F001P000W00001.wav,25,[ZH]所有主办国的[ZH]
27660,cscd/25/S025F002P000W00029.wav,25,[ZH]看完后[ZH]
28694,cscd/25/S025F003P000W00358.wav,25,[ZH]承办冬奥强大实力[ZH]
29432,cscd/26/S026F009P000W00010.wav,26,[ZH]各项费用的加加总并不低[ZH]
29342,cscd/26/S026F007P000W00006.wav,26,[ZH]而是因为她也中了天价的招[ZH]
29138,cscd/26/S026F003P000W00031.wav,26,[ZH]合理分摊[ZH]
29460,cscd/26/S026F009P000W00038.wav,26,[ZH]规划提出诸多想法[ZH]
29358,cscd/26/S026F007P000W00022.wav,26,[ZH]按公司持有房产计征[ZH]
